state,month,median,lowerbound,upperbound,source,notes,publishdate
RI,10/15/2023,240,240,240,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,11/15/2023,250,250,250,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,12/15/2023,240,240,240,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,1/15/2024,290,290,290,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,2/15/2024,260,260,260,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,3/15/2024,270,270,270,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,4/15/2024,280,280,280,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,5/15/2024,270,260,290,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,6/15/2024,280,260,290,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
RI,7/15/2024,280,260,300,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,1/15/2023,1010,1010,1010,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,2/15/2023,1030,1030,1030,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,3/15/2023,1100,1100,1100,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,4/15/2023,960,960,960,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,5/15/2023,890,890,890,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,6/15/2023,930,930,930,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,7/15/2023,1050,1050,1050,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,8/15/2023,950,950,950,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,9/15/2023,350,350,350,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,10/15/2023,440,440,440,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,11/15/2023,450,450,450,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,12/15/2023,490,490,490,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,1/15/2024,580,580,580,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,2/15/2024,520,520,520,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,3/15/2024,590,590,590,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,4/15/2024,520,520,520,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,5/15/2024,570,570,570,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,6/15/2024,510,510,510,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
SC,7/15/2024,500,440,550,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,1/15/2023,360,360,360,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,2/15/2023,340,340,340,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,3/15/2023,400,400,400,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,4/15/2023,340,340,340,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,5/15/2023,300,300,300,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,6/15/2023,320,320,320,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,7/15/2023,400,400,400,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,8/15/2023,390,390,390,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,9/15/2023,400,370,430,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,10/15/2023,400,320,470,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,11/15/2023,410,330,480,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,12/15/2023,410,340,490,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,1/15/2024,430,350,510,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,2/15/2024,420,390,450,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,3/15/2024,330,300,370,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,4/15/2024,380,350,410,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,5/15/2024,380,350,420,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,6/15/2024,360,330,390,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
UT,7/15/2024,470,430,520,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,1/15/2023,3120,2930,3390,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,2/15/2023,2740,2570,3000,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,3/15/2023,3130,2930,3420,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,4/15/2023,2790,2620,3040,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,5/15/2023,2740,2560,2990,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,6/15/2023,2990,2800,3260,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,7/15/2023,2780,2600,3030,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,8/15/2023,2920,2740,3180,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,9/15/2023,2880,2690,3130,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,10/15/2023,2830,2650,3080,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,11/15/2023,2730,2550,2980,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,12/15/2023,3050,2860,3320,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,1/15/2024,3680,3470,3970,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,2/15/2024,3320,3140,3590,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,3/15/2024,3660,3460,3940,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,4/15/2024,3550,3340,3840,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,5/15/2024,3690,3410,4030,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,6/15/2024,3450,3170,3800,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VA,7/15/2024,3000,2730,3310,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,1/15/2023,160,160,170,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,2/15/2023,110,110,110,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,3/15/2023,150,150,150,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,4/15/2023,110,110,110,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,5/15/2023,160,160,160,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,6/15/2023,110,110,110,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,7/15/2023,100,100,100,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,8/15/2023,120,120,120,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,9/15/2023,110,110,110,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,10/15/2023,120,120,120,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,11/15/2023,120,120,120,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,12/15/2023,110,110,110,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,1/15/2024,110,110,110,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,2/15/2024,120,120,120,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,3/15/2024,130,130,130,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,4/15/2024,130,130,130,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,5/15/2024,120,120,130,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,6/15/2024,120,110,120,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
VT,7/15/2024,140,130,150,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,1/15/2023,2100,2060,2190,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,2/15/2023,1950,1910,2030,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,3/15/2023,2150,2100,2250,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,4/15/2023,1900,1860,1990,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,5/15/2023,2060,2010,2150,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,6/15/2023,2040,1990,2130,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,7/15/2023,2000,1940,2090,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,8/15/2023,2170,2120,2270,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
WA,9/15/2023,1920,1870,2010,https://www.guttmacher.org/monthly-abortion-provision-study or https://osf.io/k4x7t/,"All estimates rounded to nearest 10. Estimates include data on procedural and medication abortions provided at brick-and-mortar health facilities (such as clinics or doctor's offices), as well as medication abortions provided via telehealth and virtual providers.",10/18/2024
