state,year,pregnancyratelt15,pregnancyrate1517,pregnancyrate1819,pregnancyrate1519,pregnancyratelt20,pregnancyrate2024,pregnancyrate2529,pregnancyrate3034,pregnancyrate3539,pregnancyrate40plus,abortionratelt15,abortionrate1517,abortionrate1819,abortionrate1519,abortionratelt20,abortionrate2024,abortionrate2529,abortionrate3034,abortionrate3539,abortionrate40plus,birthratelt15,birthrate1517,birthrate1819,birthrate1519,birthratelt20,birthrate2024,birthrate2529,birthrate3034,birthrate3539,birthrate40plus,abortionratiolt15,abortionratio1517,abortionratio1819,abortionratio1519,abortionratiolt20,abortionratio2024,abortionratio2529,abortionratio3034,abortionratio3539,abortionratio40plus,pregnancieslt15,pregnancies1517,pregnancies1819,pregnancies1519,pregnancieslt20,pregnancies2024,pregnancies2529,pregnancies3034,pregnancies3539,pregnancies40plus,abortionslt15,abortions1517,abortions1819,abortions1519,abortionslt20,abortions2024,abortions2529,abortions3034,abortions3539,abortions40plus,birthslt15,births1517,births1819,births1519,birthslt20,births2024,births2529,births3034,births3539,births40plus,miscarriageslt15,miscarriages1517,miscarriages1819,miscarriages1519,miscarriageslt20,miscarriages2024,miscarriages2529,miscarriages3034,miscarriages3539,miscarriages40plus,populationlt15,population1517,population1819,population1519,populationlt20,population2024,population2529,population3034,population3539,population40plus,populationsource,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal,notes,versiondate
RI,2019,8.5,9.9,35,22.3,23.6,75.8,117.6,125.2,75.1,19.7,NA,3.8,14.7,9.2,9.5,22.8,22.1,16,9.4,4.2,5.6,4.7,15.7,10.1,11,42.3,77.7,89.7,54,12.5,NA,812.2,938.1,908.3,858.1,539.8,285,178.4,173.7,338.4,50,180,610,790,840,2830,4320,4480,2470,590,NA,70,260,330,340,850,810,570,310,130,32,85,274,359,391,1575,2851,3206,1778,374,NA,20,80,100,110,400,650,700,390,90,5759,17970,17479,35449,35449,37264,36694,35751,32929,29829,SEER,207916,3010,10175,74.6,48.9,14.5,295.4,2340,15520,"Abortion estimate for 15–17-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15–19-year-olds in the state, and proportion of abortions to 15-17-year-olds among 15–19-year-olds from 2017Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health.", 3 Oct 2024
RI,2020,7.1,9.1,31.4,20.1,21.3,73.1,114.6,128.9,74.2,19.7,NA,3.3,12.8,8,8.3,22.7,22.7,15.4,8.7,4.1,4.5,4.6,14.4,9.4,10.1,40.1,74.7,93.3,53.9,12.7,NA,728.7,889.8,850,813.4,567.1,303.8,164.7,161.3,319.4,40,160,540,700,740,2680,4130,4720,2450,600,NA,60,220,280,290,830,820,560,290,120,26,81,247,328,354,1472,2694,3416,1781,384,NA,20,70,90,100,380,620,740,380,90,5772,17736,17148,34884,34884,36738,36052,36606,33065,30203,SEER,207548,2910,10101,73.8,48.7,14,288.5,2310,15330,"Abortion estimate for 15–17-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15–19-year-olds in the state, and proportion of abortions to 15-17-year-olds among 15–19-year-olds from 2017Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health.", 3 Oct 2024
SC,1988,19.8,81.5,158.2,114,117.5,185.6,150.1,91.2,31.8,6.2,6.7,25.1,42.8,32.6,33.8,37.5,22,13.4,6.2,1.9,10.4,44.8,92.6,65.1,66.9,120.4,105,63.7,20.9,3.4,640.1,560.8,462.7,501.6,505.3,311.2,209.2,210.6,296.2,577.1,470,6480,9280,15760,16240,26820,22990,13210,4260,710,160,2000,2510,4510,4670,5410,3360,1940,830,220,249,3568,5431,8999,9248,17388,16073,9226,2792,387,70,910,1340,2250,2320,4020,3550,2040,640,100,23897,79579,58668,138247,138247,144459,153147,144897,133798,115392,SEER,829940,16440,55114,101.5,66.4,19.8,298.3,12670,84220,, 3 Oct 2024
SC,1992,19.3,71.9,160.4,109,112.7,180.7,152.6,90.7,35.4,6.2,5.9,15.6,33.2,23,24.1,35.6,21.3,11.5,6.3,1.8,10.7,45.6,103.2,69.7,71.8,117.9,107.7,65,23.7,3.5,551.9,343.1,321.8,329.9,336.3,301.9,197.9,177.1,266.9,508.8,480,5420,8730,14150,14630,26760,21950,13840,5270,840,150,1180,1810,2990,3130,5270,3060,1760,940,240,268,3434,5618,9052,9320,17464,15484,9922,3526,476,70,800,1300,2110,2180,4020,3400,2160,800,120,25142,75370,54423,129793,129793,148077,143811,152601,148978,135888,SEER,859148,14410,56192,96.9,65.4,16.8,256.4,12680,83280,, 3 Oct 2024
SC,1996,15.4,62.2,137.1,92.9,95.9,157.8,135.7,93.3,37.9,7.5,4.6,13.3,26.6,18.7,19.7,30.6,18.5,11.4,6.2,1.8,8.6,39.7,89.9,60.2,61.9,103.5,96.2,67.3,25.9,4.6,537.7,334.8,296.3,311.3,317.5,295.6,191.9,169,240.7,393.1,420,5110,7790,12900,13320,21420,19360,13920,5900,1110,130,1090,1510,2600,2730,4150,2630,1700,970,270,236,3259,5103,8362,8598,14044,13717,10046,4029,683,60,760,1170,1930,1990,3220,3010,2180,900,160,27420,82126,56779,138905,138905,135726,142657,149253,155786,148177,SEER,870504,12450,51117,86.2,58.7,14.3,243.6,11470,75040,, 3 Oct 2024
SC,2000,12.5,56,131,88.1,90.4,170.8,153.6,100.5,42.4,8.6,3.2,12.6,23,17,17.6,28.6,20.1,10.7,6.1,1.8,7.5,35.2,88.1,57.8,59.2,116.2,109.6,73.9,29.7,5.5,425.8,357.2,260.9,294.5,297.7,245.8,183.5,144.6,206.7,334.8,350,4650,8120,12770,13120,23860,21160,14390,6760,1380,90,1040,1430,2470,2560,3990,2770,1530,980,290,208,2921,5461,8382,8590,16227,15092,10588,4737,880,50,690,1230,1920,1970,3640,3300,2270,1050,210,27847,83095,61975,145070,145070,139688,137762,143241,159358,159925,SEER,885044,12120,56114,91.1,63.4,13.7,216,12430,80670,, 3 Oct 2024
SC,2005,8.6,44.7,120.8,75.7,77.4,164.4,157.3,113.7,50.3,10.1,2.8,11,22.5,15.7,16.3,28,21.2,14.8,7.7,2.4,4.5,27.1,80,48.7,49.6,111.3,111.6,81.2,34.9,6.2,622.5,406.4,281.8,323,328.4,251.9,189.9,182,219.4,389.2,260,4070,7560,11630,11890,24790,22200,15930,7440,1650,90,1010,1410,2420,2500,4230,2990,2070,1130,390,137,2474,5004,7478,7615,16785,15759,11376,5162,1014,40,600,1140,1740,1770,3780,3450,2480,1150,240,30154,91134,62535,153669,153669,150819,141181,140085,147966,163228,SEER,896948,13320,57711,93.5,64.3,14.9,230.8,12870,83910,, 3 Oct 2024
SC,2006,8.5,46,128,79.4,81,177.7,163.5,118.3,52.3,10.6,2.5,10.6,22.6,15.5,16,29.3,21.7,13.8,7.6,2.4,4.8,28.6,86,52,52.9,121.2,116.4,85.9,36.6,6.6,525.5,370.2,262.7,297.9,301.8,242.2,186.6,160.8,208.5,369.7,260,4300,8190,12490,12740,26830,24130,16270,7850,1730,80,990,1450,2440,2510,4430,3200,1900,1140,400,144,2673,5502,8175,8319,18299,17170,11815,5492,1076,40,630,1240,1880,1910,4100,3750,2550,1210,250,30208,93321,64006,157327,157327,151015,147537,137527,150037,162756,SEER,906199,13590,62171,98.8,68.6,15,218.6,13790,89550,, 3 Oct 2024
SC,2007,8.5,45.1,127.9,79.2,80.8,174.4,164.1,119.3,52.3,10.4,3.2,11.5,21,15.4,16,28.5,22.6,13.2,7.8,2.4,4.2,27,87.3,51.9,52.7,119.2,116,87.3,36.4,6.5,757.2,427.3,239.9,297.1,303.8,239,194.9,151.7,214.7,372.6,250,4250,8470,12720,12970,26830,24630,16440,7980,1670,90,1090,1390,2470,2570,4380,3400,1820,1190,390,123,2543,5786,8329,8452,18337,17417,12026,5554,1039,30,620,1300,1910,1950,4110,3820,2590,1230,250,29566,94241,66241,160482,160482,153821,150127,137743,152556,160899,SEER,915628,13750,62825,98.9,68.6,15,218.9,13940,90520,, 3 Oct 2024
SC,2008,6.7,43.2,121.4,76.7,77.8,170.4,161.9,116.7,51.8,10.6,2,9.7,19.4,13.9,14.2,27.6,20.9,13.1,7.4,2.5,3.7,27.1,83.4,51.2,51.8,116.7,115.8,85.3,36.4,6.5,529.2,357.8,233.2,271,274.3,236.5,180.2,153.8,203.4,377.3,190,4020,8450,12480,12670,26780,24700,16310,7980,1680,60,900,1350,2260,2310,4340,3180,1830,1140,390,108,2525,5804,8329,8437,18340,17667,11915,5602,1041,30,600,1300,1890,1920,4100,3850,2570,1230,250,28940,93137,69615,162752,162752,157128,152567,139741,153960,159065,SEER,925213,13200,63002,97.4,68.1,14.3,209.5,13920,90120,, 3 Oct 2024
SC,2009,6.3,39.3,114,71.8,72.9,158.8,155.8,115,50.3,10.7,2.5,9.4,19.9,14,14.4,26.5,20.3,13.3,6.9,2.4,3,24.1,76.8,47,47.5,108,111.2,83.6,35.6,6.7,813.3,391.4,258.5,297,302.7,245.3,182.5,159.7,194.9,357.2,180,3610,8070,11680,11860,25540,23890,16330,7710,1680,70,870,1400,2270,2340,4260,3110,1900,1060,380,86,2217,5434,7651,7737,17378,17056,11874,5450,1053,20,530,1230,1760,1780,3900,3720,2560,1200,250,28461,91993,70729,162722,162722,160852,153386,142068,153162,156295,SEER,928485,13050,60548,93.7,65.2,14.1,215.6,13410,87020,, 3 Oct 2024
SC,2010,6.4,36.5,103.9,66,67.1,148.7,151,113.5,49.9,11.4,1.7,8.7,18.9,13.2,13.5,25.6,20.3,12.9,7.7,2.5,3.8,22.5,69.3,42.9,43.6,100.5,107.3,82.7,34.5,7.2,447.9,387.1,273.2,306.7,308.9,255,188.9,156.4,222.5,348.9,180,3280,7250,10530,10710,24570,23080,16540,7470,1780,50,780,1320,2100,2150,4230,3100,1890,1150,390,107,2017,4832,6849,6956,16598,16395,12053,5170,1122,30,480,1100,1580,1610,3740,3590,2600,1150,260,28478,89827,69762,159589,159589,165204,152845,145696,149824,155460,SEER,928618,12900,58294,90.6,62.8,13.9,221.4,12950,84150,, 3 Oct 2024
SC,2011,5.2,31.3,94.4,58.6,59.6,139.5,149.6,112.3,50.2,11.4,1.8,7.5,15.2,10.8,11.2,23.1,18.5,11.4,6.9,2.5,2.6,19.2,64.8,38.9,39.4,95.1,107.6,83.1,35.5,7.3,692.4,390.9,234.5,278.2,283.4,243.2,172.3,137.4,194.1,339.3,150,2750,6330,9080,9220,23720,22800,16740,7280,1790,50,660,1020,1680,1730,3930,2830,1700,1000,390,76,1685,4341,6026,6102,16163,16408,12390,5152,1139,20,400,970,1370,1390,3630,3560,2650,1130,270,28693,87849,67020,154869,154869,169982,152448,149129,145142,156900,SEER,928470,11580,57354,87.8,61.8,12.5,201.8,12630,81560,, 3 Oct 2024
SC,2012,4.2,27.4,91.2,54.6,55.4,135,148.7,114.3,52,11.3,1.4,6.1,15,9.9,10.2,20.9,20,11.8,7.1,2.5,2.2,17.2,62.2,36.4,36.8,93.3,105.6,84.4,36.8,7.1,607.3,356.4,241.1,272.3,276.1,223.8,189,140.1,194.1,358.1,120,2380,5920,8300,8420,23370,22720,17320,7500,1780,40,530,970,1510,1550,3620,3050,1790,1030,400,65,1498,4039,5537,5602,16161,16141,12789,5308,1118,20,350,910,1260,1280,3590,3530,2740,1160,260,29038,87167,64918,152085,152085,173147,152810,151481,144221,157780,SEER,931524,11440,57119,87.1,61.3,12.3,200.2,12570,81120,, 3 Oct 2024
SC,2013,3.2,23.8,81.6,48,48.6,131.4,147.3,117.4,52.8,11.1,1,5.9,13.6,9.1,9.3,21.4,18.4,12.6,6.9,2.5,1.8,14.4,55.5,31.7,32,89.9,105.9,86.3,37.7,7,554.4,405.4,245.8,288.1,291,237.5,174,145.5,183.2,350.7,90,2080,5150,7220,7320,22830,22880,18080,7650,1760,30,510,860,1370,1400,3710,2860,1940,1000,390,52,1261,3502,4763,4815,15624,16443,13296,5456,1107,10,300,790,1090,1100,3500,3570,2850,1190,260,29671,87309,63137,150446,150446,173752,155290,154097,144736,158028,SEER,936349,11300,56741,86,60.6,12.1,199.1,12480,80520,, 3 Oct 2024
SC,2014,2.8,21.2,74.3,43.1,43.7,129.6,147.6,119.8,54.3,11.5,0.8,4.7,13,8.1,8.3,20.2,18,12.4,7.1,2.2,1.6,13.4,50,28.5,28.8,89.4,106.5,88.5,38.8,7.5,508.1,352,259.2,284.8,287.3,225.8,168.9,140,182.4,298.6,90,1880,4620,6500,6590,22320,23720,18670,7990,1800,20,420,810,1220,1250,3480,2890,1930,1040,350,49,1186,3111,4297,4346,15414,17118,13788,5701,1180,10,280,700,980,990,3430,3710,2950,1240,270,31068,88722,62193,150915,150915,172321,160724,155786,146937,156881,SEER,943564,10940,57547,85.9,61,11.6,190.2,12600,81090,, 3 Oct 2024
SC,2015,3.4,18.5,70.4,39.5,40.2,128.7,144.6,121.2,57.5,12,0.7,4.3,11.9,7.4,7.6,21.2,17.6,11.6,6.9,2.5,2.2,11.4,47.7,26.2,26.6,87.9,104.4,90.3,41.6,7.8,343.9,377.2,250.3,283.2,284.2,240.8,168.9,128.4,166.2,318.1,100,1680,4390,6080,6180,21680,24300,19000,8660,1860,20,390,750,1140,1160,3560,2960,1820,1040,380,66,1043,2978,4021,4087,14799,17537,14168,6260,1201,20,250,670,920,930,3320,3800,3020,1360,280,30625,91255,62429,153684,153684,168410,168046,156818,150622,154843,SEER,952423,10930,58052,85.8,61,11.5,188.3,12700,81680,, 3 Oct 2024
SC,2016,2.3,16.4,64.2,35.8,36.2,121.8,141.5,122,59.7,12.1,0.5,3.9,10.8,6.7,6.8,20.9,17.6,11.6,7.4,2.4,1.5,10.1,43.6,23.7,24,82.4,101.8,91,42.9,7.8,346,385.9,247,282.2,283,253.5,173,127.8,172.9,307.8,70,1520,4060,5580,5650,20050,24600,19320,9270,1830,20,360,680,1040,1060,3440,3060,1840,1150,370,44,937,2758,3695,3739,13557,17691,14411,6671,1187,10,220,620,840,850,3060,3840,3070,1450,270,30078,92778,63232,156010,156010,164560,173832,158393,155371,151322,SEER,959488,10920,57256,84.1,59.7,11.4,190.6,12540,80710,, 3 Oct 2024
SC,2017,2.4,15.8,59.4,33.5,34,122.9,140.1,122,58.2,12.8,0.7,4.2,10.7,6.9,7,20.6,18.9,12.3,7.5,2.7,1.3,9.2,39.6,21.6,21.9,83.5,99.4,90.4,41.6,8.2,556.8,459.9,271.2,318.9,321.7,246.9,190,136.3,180.9,332.3,70,1470,3810,5290,5360,19910,24890,19530,9260,1930,20,400,690,1090,1110,3340,3360,1970,1200,410,40,862,2546,3408,3448,13531,17664,14465,6622,1233,10,210,580,790,800,3040,3870,3090,1440,290,30390,93320,64272,157592,157592,162026,177696,160040,159091,150957,SEER,967402,11380,56963,83.6,58.9,11.8,199.9,12530,80880,, 3 Oct 2024
SC,2018,2.6,15.8,59.7,34,34.5,117.9,138,121.2,59,12.7,1.1,4.4,10.5,6.9,7.2,20.8,18.4,12.2,7.7,2.5,1.1,9.1,40.1,22,22.2,79.2,98.2,89.8,42.2,8.3,980.2,482,263,316.1,322.7,262.1,187,136.3,182.3,304.1,80,1460,3930,5390,5470,18920,24740,19760,9600,1930,30,410,690,1100,1130,3330,3290,1990,1250,380,35,844,2637,3481,3516,12714,17601,14637,6854,1257,10,210,600,810,820,2880,3850,3130,1500,290,30792,92622,65763,158385,158385,160495,179265,163017,162609,152139,SEER,975910,11390,56579,82.4,58,11.7,201.2,12450,80420,, 3 Oct 2024
SC,2019,2.2,14.8,59.7,33.5,34,115.7,138.5,119.9,60.1,13.5,0.7,4.2,11,7,7.1,19.5,18.8,12.7,7.4,2.7,1.2,8.5,39.7,21.5,21.8,78.5,98.2,88.3,43.3,8.8,603.3,487.6,276.4,325.2,328.2,248.8,191.4,143.9,169.9,300.2,70,1380,3960,5340,5400,18550,24670,20240,9910,2090,20,390,730,1110,1140,3130,3350,2150,1210,410,37,792,2633,3425,3462,12588,17489,14902,7148,1368,NA,200,600,800,810,2830,3830,3190,1550,310,31176,92836,66309,159145,159145,160386,178139,168818,165045,154705,SEER,986238,11390,56957,82,57.8,11.5,199.9,12530,80870,, 3 Oct 2024
SC,2020,2.4,14,54.2,30.5,31,111.5,137.3,117.9,59.7,13.5,0.9,4.1,10.6,6.7,6.9,20.7,19.7,13,7.6,2.5,1.1,8,35.5,19.3,19.5,73.9,96.4,86.4,42.8,9,841.3,509,297.3,348.9,354.7,280.5,204.3,150.2,176.4,277.1,80,1320,3540,4860,4940,18110,23990,20650,9930,2140,30,380,690,1070,1100,3370,3440,2270,1260,390,36,748,2321,3069,3105,12002,16838,15122,7126,1421,10,190,530,720,730,2740,3710,3250,1550,320,32140,93894,65356,159250,159250,162344,174722,175081,166307,158586,SEER,996290,11830,55614,80,55.8,11.9,212.7,12310,79750,, 3 Oct 2024
SD,1988,4.7,43.8,112.8,72,72.9,170.7,175.4,100.5,35.2,7.7,2.3,11,21,15.1,15.5,18.2,10.1,5.7,3.2,1.7,NA,26.4,74.8,46.1,46.5,125.6,136.8,78.5,26.4,4.8,1229.9,419,281.1,327.8,334.6,145.3,74.1,72.6,122,360.9,20,660,1180,1840,1870,4320,5030,2760,860,150,10,170,220,390,400,460,290,160,80,30,NA,400,782,1182,1191,3177,3929,2157,648,92,NA,100,180,280,280,680,810,450,140,20,4914,15174,10459,25633,25633,25302,28712,27461,24552,19121,SEER,150781,1420,11194,99.4,74.2,9.4,126.9,2380,14990,, 3 Oct 2024
SD,1992,3.7,44.9,120.4,73.8,74.6,177.1,185.8,106.7,38.6,8,NA,11.8,18.6,14.4,14.6,17.9,9.6,6.6,3.5,1.6,2,26.6,83.3,48.3,48.7,131.2,146.1,82.9,29,5.2,NA,441.5,223.3,297.6,300.1,136.2,65.9,79.5,119.1,304.4,20,710,1190,1900,1920,4170,4410,2950,1050,190,NA,190,180,370,380,420,230,180,90,40,11,424,821,1245,1256,3091,3468,2289,791,123,NA,100,180,290,290,660,720,480,170,30,5493,15914,9860,25774,25774,23562,23745,27621,27251,23645,SEER,151598,1340,11018,96.9,72.7,8.8,121.6,2340,14700,, 3 Oct 2024
SD,1996,4.2,36.7,99.2,60.6,61.5,152,178.1,112.9,42.3,7.8,NA,9,15.3,11.4,11.6,15.4,8.4,5.6,4,1.1,2.3,22.4,68.7,40.1,40.6,112.5,140.6,89,31.6,5.5,NA,401,222.2,283.7,287.1,136.9,60,62.8,126.3,199.1,30,670,1130,1800,1820,3670,4050,2880,1240,220,NA,160,170,340,350,370,190,140,120,30,14,409,780,1189,1203,2718,3199,2270,929,154,NA,100,170,270,280,580,660,470,200,30,6052,18299,11358,29657,29657,24155,22746,25507,29434,28154,SEER,159653,1200,10473,87,65.6,7.5,114.6,2210,13890,, 3 Oct 2024
SD,2000,4.7,26.7,94.5,53.4,54.4,148.1,176.9,122.2,42.8,8.2,NA,3.3,12.8,7.1,7.2,13.2,9.7,6.4,2.7,1,3.2,19.2,67,38,38.7,111.3,138.5,96,33.2,5.9,NA,174.4,191.2,186.1,187,118.7,69.7,66.2,81.2,167.9,30,490,1130,1620,1650,3830,3870,2750,1200,240,NA,60,150,210,220,340,210,140,80,30,19,353,802,1155,1174,2878,3032,2158,930,173,NA,80,180,250,260,610,630,450,190,40,5894,18387,11972,30359,30359,25853,21888,22475,28003,29193,SEER,157771,1020,10345,85.8,65.6,6.5,98.6,2170,13540,, 3 Oct 2024
SD,2005,2.2,27,84,50.3,50.7,147.3,201.3,133.2,57.3,10.7,NA,3.8,8.1,5.6,5.6,11.9,9.6,6.4,3.7,1.1,NA,19,62.6,36.8,37.1,111.9,159,105.1,44.4,7.9,NA,202.3,129.7,151.9,151.8,106.3,60.4,60.9,82.5,138.3,10,470,1010,1480,1490,4240,4570,2940,1300,300,NA,70,100,160,170,340,220,140,80,30,NA,331,751,1082,1091,3218,3610,2319,1004,220,NA,70,160,230,230,680,740,480,210,50,5514,17415,12001,29416,29416,28765,22707,22065,22612,27913,SEER,153478,980,11462,96.6,74.7,6.4,85.5,2390,14830,, 3 Oct 2024
SD,2006,2.8,25.8,90.7,52.4,52.9,151.2,209.5,138.3,56.7,10.7,NA,3.2,8.7,5.4,5.5,13,8.7,5.6,3.4,1.1,1.9,18.6,67.6,38.7,39,114,166.6,110.1,44.1,7.9,NA,170.7,129,140.9,141.8,114.3,52.4,50.8,77.7,141.4,20,440,1080,1520,1540,4360,4890,3010,1290,290,NA,50,100,160,160,380,200,120,80,30,11,319,804,1123,1134,3289,3886,2398,1001,211,NA,70,170,240,240,700,800,490,210,50,5646,17143,11901,29044,29044,28845,23327,21774,22705,26788,SEER,152483,970,11919,100.8,78.2,6.4,81.4,2480,15370,, 3 Oct 2024
SD,2007,5.1,27.6,98.4,56.5,57.4,153.8,208.1,140.9,55.9,8.6,NA,3.7,10.3,6.3,6.3,11.8,8.2,6.3,3.2,1.2,4.2,19.6,72.6,41.3,42.1,117.4,165.9,111.6,43.7,6.1,NA,186.5,141.2,153.9,151,100.1,49.4,56.7,72.3,191.5,30,470,1160,1630,1660,4340,5140,3140,1270,220,NA,60,120,180,180,330,200,140,70,30,23,335,856,1191,1214,3310,4096,2490,995,156,NA,70,180,260,260,700,840,510,210,30,5444,17078,11790,28868,28868,28191,24686,22307,22784,25524,SEER,152360,960,12261,103.5,80.5,6.3,78.3,2550,15770,, 3 Oct 2024
SD,2008,3.8,28.5,87.9,52.9,53.7,152.4,197.1,141.3,54.3,10.6,NA,3.5,8.3,5.5,5.7,12.1,8.3,6.6,3.5,1.3,2.4,20.5,65.6,39.1,39.5,116,156.6,111.7,42.1,7.7,NA,173.4,126.2,140.7,143.2,104.1,53.2,58.9,83,166.6,20,480,1030,1510,1530,4270,5020,3230,1230,260,NA,60,100,160,160,340,210,150,80,30,13,344,773,1117,1130,3251,3988,2551,954,186,NA,70,160,240,240,680,820,530,200,40,5364,16812,11776,28588,28588,28037,25469,22830,22677,24275,SEER,151876,970,12060,102.3,79.4,6.4,80.7,2510,15540,, 3 Oct 2024
SD,2009,2.8,25.1,91.4,52.4,52.9,148.3,187.2,139.1,54.5,11.4,NA,2.9,9.1,5.5,5.5,11.2,8.3,5.3,3.1,1,1.9,18.3,67.8,38.7,39,113.3,148.4,111.1,42.6,8.5,NA,159.1,134.1,141,141.9,99,55.7,48,72.3,117,10,420,1060,1480,1490,4130,4930,3250,1230,270,NA,50,110,150,160,310,220,120,70,20,10,303,789,1092,1102,3157,3906,2598,959,201,NA,70,170,230,240,660,800,530,200,40,5187,16599,11629,28228,28228,27873,26319,23393,22513,23529,SEER,151855,900,11923,100.8,78.5,6,75.8,2480,15300,, 3 Oct 2024
SD,2010,3.4,21.5,81,46.4,47.1,141,189.9,135.1,54.2,10.4,NA,2.2,7.2,4.3,4.5,11.3,7.6,4.7,2.5,0.8,1.9,16,60.9,34.8,35.1,107.1,151.3,108.2,42.9,7.9,NA,135.1,118.8,123.2,127.7,105.7,50,43.7,58.9,105.2,20,350,950,1300,1320,3940,5070,3300,1220,240,NA,40,80,120,130,320,200,120,60,20,10,260,715,975,985,2991,4037,2645,961,183,NA,60,150,210,210,630,830,540,200,40,5296,16294,11742,28036,28036,27925,26678,24443,22417,23121,SEER,152620,840,11802,98.8,77.3,5.5,70.8,2440,15080,, 3 Oct 2024
SD,2011,3.1,20.3,82.1,46.6,47.2,134.7,188.5,135.3,57.3,12.5,NA,1.8,8.8,4.8,4.9,10.5,7.3,4.7,3.2,1.2,2.1,15.2,60.3,34.4,34.8,102.6,150.4,108.5,44.8,9.4,NA,121.3,145.7,139.5,140.8,102.6,48.5,43.4,71.4,123.9,20,330,980,1300,1320,3790,5050,3420,1270,290,NA,30,100,130,140,300,200,120,70,30,11,245,719,964,975,2883,4026,2741,991,217,NA,50,150,210,210,610,820,560,210,50,5255,16079,11914,27993,27993,28104,26774,25274,22130,23149,SEER,153424,850,11833,98.6,77.1,5.5,71.4,2450,15130,, 3 Oct 2024
SD,2012,3.7,21.5,75.8,44.4,45.1,134,192.3,139.8,56.5,10.8,NA,1.6,6.8,3.8,3.9,9.5,8.6,5.5,2.5,1,2.9,16.4,57,33.5,34,102.9,152.3,111.5,44.7,8.1,NA,100.1,119.2,113.8,113.4,92.7,56.6,49.5,56.7,127.2,20,350,890,1230,1250,3840,5190,3650,1270,250,NA,30,80,110,110,270,230,140,60,20,15,264,665,929,944,2952,4108,2910,1003,187,NA,60,140,200,200,620,840,600,210,40,5232,16065,11674,27739,27739,28689,26972,26105,22414,23179,SEER,155098,840,12104,99.6,78,5.4,69.2,2500,15450,, 3 Oct 2024
SD,2013,3.1,18,68.4,39.1,39.7,129.5,196.1,140.8,61.7,11.2,NA,1.7,5.5,3.3,3.5,9.2,8.9,4.9,2.9,1.2,1.9,13.4,51.9,29.6,29.9,99.5,155.3,112.8,48.8,8.3,NA,128.4,105.7,111.7,115.3,92.8,57.1,43.1,58.7,144.6,20,290,790,1070,1090,3760,5280,3780,1420,260,NA,30,60,90,90,270,240,130,70,30,10,214,598,812,822,2887,4185,3027,1124,190,NA,50,130,170,170,600,860,620,230,40,5297,15956,11515,27471,27471,29023,26945,26824,23050,23029,SEER,156342,830,12235,99.7,78.3,5.3,67.5,2530,15590,, 3 Oct 2024
SD,2014,4.2,18.8,59.4,35.8,36.6,124,194.7,148.6,62.8,11.3,NA,2.3,4.7,3.3,3.5,8.4,8.2,4.7,4.1,1,2.8,13.5,45.2,26.8,27.3,95.6,154.8,119.5,48.6,8.5,NA,169.8,104.6,123.8,127.2,88.2,52.9,39.3,84.3,121.6,20,300,680,980,1000,3600,5240,4040,1490,260,NA,40,50,90,100,250,220,130,100,20,15,216,519,735,750,2778,4162,3251,1149,193,NA,50,110,160,160,580,850,660,240,40,5382,15969,11484,27453,27453,29061,26891,27197,23664,22797,SEER,157063,810,12283,99.5,78.2,5.1,65.8,2540,15630,, 3 Oct 2024
SD,2015,5.8,13.6,64.7,34.7,35.8,122.9,195.2,154,58.5,12,NA,1.7,3.9,2.6,2.7,8.6,7.2,5.5,3.2,1.1,4.5,9.7,50.4,26.5,27.4,94.5,156.1,123.4,45.8,9,NA,178.9,76.7,98.7,97.8,91.3,46.4,44.2,70.6,120.1,30,220,730,940,970,3580,5230,4160,1440,270,NA,30,40,70,70,250,190,150,80,20,24,155,565,720,744,2752,4180,3329,1129,202,NA,30,120,150,160,580,860,680,230,40,5286,15947,11217,27164,27164,29119,26786,26986,24662,22385,SEER,157102,770,12336,99.6,78.5,4.9,62.4,2540,15650,, 3 Oct 2024
SD,2016,4.4,16.1,56.4,32.7,33.6,115.5,193.2,152.5,61.6,13.3,NA,1.1,4.8,2.6,2.6,7.2,7.8,5.2,2.8,1.1,3.7,12.4,42.6,24.9,25.6,89.6,153.9,122.2,48.8,10.1,NA,85.1,112.6,104.5,101.5,80.4,50.5,42.9,56.7,111.5,20,260,640,900,920,3370,5230,4130,1580,290,NA,20,50,70,70,210,210,140,70,20,20,200,481,681,701,2616,4167,3315,1254,222,NA,40,100,140,150,540,850,680,260,50,5404,16087,11294,27381,27381,29184,27074,27118,25704,22081,SEER,158542,730,12275,98,77.4,4.6,59.5,2530,15530,, 3 Oct 2024
